filename,group
125.npz,P 1 21 1 (No. 4)
126.npz,C 1 2 1 (No. 5)
127.npz,P 1 21 1 (No. 4)
128.npz,C 1 2 1 (No. 5)
129.npz,C 1 2 1 (No. 5)
130.npz,P 1 21 1 (No. 4)
131.npz,C 1 2 1 (No. 5)
132.npz,P 1 21 1 (No. 4)
133.npz,C 1 2 1 (No. 5)
134.npz,C 1 2 1 (No. 5)
135.npz,C 1 2 1 (No. 5)
136.npz,P 1 21 1 (No. 4)
137.npz,C 1 2 1 (No. 5)
138.npz,C 1 2 1 (No. 5)
139.npz,P 1 21 1 (No. 4)
140.npz,P 1 21 1 (No. 4)
141.npz,C 1 2 1 (No. 5)
142.npz,P 1 21 1 (No. 4)
143.npz,P 1 21 1 (No. 4)
144.npz,C 1 2 1 (No. 5)
145.npz,C 1 2 1 (No. 5)
146.npz,C 1 2 1 (No. 5)
147.npz,P 1 21 1 (No. 4)
148.npz,P 1 21 1 (No. 4)
149.npz,P 1 21 1 (No. 4)
150.npz,C 1 2 1 (No. 5)
151.npz,C 1 2 1 (No. 5)
152.npz,C 1 2 1 (No. 5)
153.npz,C 1 2 1 (No. 5)
154.npz,C 1 2 1 (No. 5)
155.npz,C 1 2 1 (No. 5)
156.npz,P 1 21 1 (No. 4)
157.npz,C 1 2 1 (No. 5)
158.npz,C 1 2 1 (No. 5)
159.npz,P 1 21 1 (No. 4)
160.npz,C 1 2 1 (No. 5)
161.npz,C 1 2 1 (No. 5)
162.npz,P 1 21 1 (No. 4)
163.npz,C 1 2 1 (No. 5)
164.npz,P 1 21 1 (No. 4)
165.npz,P 1 21 1 (No. 4)
166.npz,P 1 21 1 (No. 4)
167.npz,C 1 2 1 (No. 5)
168.npz,C 1 2 1 (No. 5)
169.npz,C 1 2 1 (No. 5)
170.npz,P 1 21 1 (No. 4)
171.npz,C 1 2 1 (No. 5)
172.npz,P 1 21 1 (No. 4)
173.npz,C 1 2 1 (No. 5)
174.npz,P 1 21 1 (No. 4)
175.npz,C 1 2 1 (No. 5)
176.npz,P 1 21 1 (No. 4)
177.npz,P 1 21 1 (No. 4)
178.npz,P 1 21 1 (No. 4)
179.npz,C 1 2 1 (No. 5)
180.npz,C 1 2 1 (No. 5)
181.npz,C 1 2 1 (No. 5)
182.npz,P 1 21 1 (No. 4)
183.npz,C 1 2 1 (No. 5)
184.npz,C 1 2 1 (No. 5)
185.npz,P 1 21 1 (No. 4)
186.npz,P 1 21 1 (No. 4)
187.npz,P 1 21 1 (No. 4)
188.npz,P 1 21 1 (No. 4)
189.npz,C 1 2 1 (No. 5)
190.npz,P 1 21 1 (No. 4)
191.npz,C 1 2 1 (No. 5)
192.npz,C 1 2 1 (No. 5)
193.npz,P 1 21 1 (No. 4)
194.npz,C 1 2 1 (No. 5)
195.npz,P 1 21 1 (No. 4)
196.npz,P 1 21 1 (No. 4)
197.npz,P 1 21 1 (No. 4)
198.npz,C 1 2 1 (No. 5)
199.npz,C 1 2 1 (No. 5)
200.npz,P 1 21 1 (No. 4)
201.npz,P 1 21 1 (No. 4)
202.npz,C 1 2 1 (No. 5)
203.npz,C 1 2 1 (No. 5)
204.npz,P 1 21 1 (No. 4)
205.npz,C 1 2 1 (No. 5)
206.npz,P 1 21 1 (No. 4)
207.npz,P 1 21 1 (No. 4)
208.npz,C 1 2 1 (No. 5)
209.npz,P 1 21 1 (No. 4)
210.npz,C 1 2 1 (No. 5)
211.npz,P 1 21 1 (No. 4)
212.npz,P 1 21 1 (No. 4)
213.npz,P 1 21 1 (No. 4)
214.npz,P 1 21 1 (No. 4)
215.npz,P 1 21 1 (No. 4)
216.npz,P 1 21 1 (No. 4)
217.npz,C 1 2 1 (No. 5)
218.npz,C 1 2 1 (No. 5)
219.npz,C 1 2 1 (No. 5)
220.npz,C 1 2 1 (No. 5)
221.npz,C 1 2 1 (No. 5)
222.npz,P 1 21 1 (No. 4)
223.npz,P 1 21 1 (No. 4)
224.npz,C 1 2 1 (No. 5)
225.npz,C 1 2 1 (No. 5)
226.npz,C 1 2 1 (No. 5)
227.npz,P 1 21 1 (No. 4)
228.npz,C 1 2 1 (No. 5)
229.npz,C 1 2 1 (No. 5)
230.npz,C 1 2 1 (No. 5)
231.npz,C 1 2 1 (No. 5)
232.npz,C 1 2 1 (No. 5)
233.npz,C 1 2 1 (No. 5)
234.npz,C 1 2 1 (No. 5)
235.npz,C 1 2 1 (No. 5)
236.npz,P 1 21 1 (No. 4)
237.npz,C 1 2 1 (No. 5)
238.npz,P 1 21 1 (No. 4)
239.npz,P 1 21 1 (No. 4)
240.npz,P 1 21 1 (No. 4)
241.npz,C 1 2 1 (No. 5)
242.npz,P 1 21 1 (No. 4)
243.npz,C 1 2 1 (No. 5)
244.npz,C 1 2 1 (No. 5)
245.npz,P 1 21 1 (No. 4)
246.npz,P 1 21 1 (No. 4)
247.npz,C 1 2 1 (No. 5)
248.npz,P 1 21 1 (No. 4)
249.npz,P 1 21 1 (No. 4)
250.npz,C 1 2 1 (No. 5)
251.npz,C 1 2 1 (No. 5)
252.npz,C 1 2 1 (No. 5)
253.npz,P 1 21 1 (No. 4)
254.npz,C 1 2 1 (No. 5)
255.npz,P 1 21 1 (No. 4)
256.npz,C 1 2 1 (No. 5)
257.npz,P 1 21 1 (No. 4)
258.npz,C 1 2 1 (No. 5)
259.npz,C 1 2 1 (No. 5)
260.npz,C 1 2 1 (No. 5)
261.npz,P 1 21 1 (No. 4)
262.npz,P 1 21 1 (No. 4)
263.npz,C 1 2 1 (No. 5)
264.npz,P 1 21 1 (No. 4)
265.npz,P 1 21 1 (No. 4)
266.npz,P 1 21 1 (No. 4)
267.npz,P 1 21 1 (No. 4)
268.npz,P 1 21 1 (No. 4)
269.npz,P 1 21 1 (No. 4)
270.npz,C 1 2 1 (No. 5)
271.npz,P 1 21 1 (No. 4)
272.npz,P 1 21 1 (No. 4)
273.npz,C 1 2 1 (No. 5)
274.npz,P 1 21 1 (No. 4)
275.npz,C 1 2 1 (No. 5)
276.npz,C 1 2 1 (No. 5)
277.npz,C 1 2 1 (No. 5)
278.npz,P 1 21 1 (No. 4)
279.npz,C 1 2 1 (No. 5)
280.npz,C 1 2 1 (No. 5)
281.npz,C 1 2 1 (No. 5)
282.npz,C 1 2 1 (No. 5)
283.npz,P 1 21 1 (No. 4)
284.npz,P 1 21 1 (No. 4)
285.npz,C 1 2 1 (No. 5)
286.npz,P 1 21 1 (No. 4)
287.npz,P 1 21 1 (No. 4)
288.npz,C 1 2 1 (No. 5)
289.npz,C 1 2 1 (No. 5)
290.npz,P 1 21 1 (No. 4)
291.npz,P 1 21 1 (No. 4)
292.npz,P 1 21 1 (No. 4)
293.npz,P 1 21 1 (No. 4)
294.npz,C 1 2 1 (No. 5)
295.npz,C 1 2 1 (No. 5)
296.npz,C 1 2 1 (No. 5)
297.npz,P 1 21 1 (No. 4)
298.npz,C 1 2 1 (No. 5)
299.npz,C 1 2 1 (No. 5)
300.npz,C 1 2 1 (No. 5)
301.npz,P 1 21 1 (No. 4)
302.npz,P 1 21 1 (No. 4)
303.npz,C 1 2 1 (No. 5)
304.npz,C 1 2 1 (No. 5)
305.npz,P 1 21 1 (No. 4)
306.npz,P 1 21 1 (No. 4)
307.npz,P 1 21 1 (No. 4)
308.npz,C 1 2 1 (No. 5)
309.npz,C 1 2 1 (No. 5)
310.npz,P 1 21 1 (No. 4)
311.npz,P 1 21 1 (No. 4)
312.npz,P 1 21 1 (No. 4)
313.npz,C 1 2 1 (No. 5)
314.npz,C 1 2 1 (No. 5)
315.npz,P 1 21 1 (No. 4)
316.npz,P 1 21 1 (No. 4)
317.npz,C 1 2 1 (No. 5)
318.npz,P 1 21 1 (No. 4)
319.npz,C 1 2 1 (No. 5)
320.npz,P 1 21 1 (No. 4)
321.npz,C 1 2 1 (No. 5)
322.npz,C 1 2 1 (No. 5)
323.npz,P 1 21 1 (No. 4)
324.npz,P 1 21 1 (No. 4)
325.npz,C 1 2 1 (No. 5)
326.npz,C 1 2 1 (No. 5)
327.npz,P 1 21 1 (No. 4)
328.npz,C 1 2 1 (No. 5)
329.npz,P 1 21 1 (No. 4)
330.npz,C 1 2 1 (No. 5)
331.npz,C 1 2 1 (No. 5)
332.npz,C 1 2 1 (No. 5)
333.npz,C 1 2 1 (No. 5)
334.npz,P 1 21 1 (No. 4)
335.npz,P 1 21 1 (No. 4)
336.npz,P 1 21 1 (No. 4)
337.npz,P 1 21 1 (No. 4)
338.npz,C 1 2 1 (No. 5)
339.npz,C 1 2 1 (No. 5)
340.npz,P 1 21 1 (No. 4)
341.npz,P 1 21 1 (No. 4)
342.npz,P 1 21 1 (No. 4)
343.npz,C 1 2 1 (No. 5)
344.npz,C 1 2 1 (No. 5)
345.npz,P 1 21 1 (No. 4)
346.npz,C 1 2 1 (No. 5)
347.npz,C 1 2 1 (No. 5)
348.npz,P 1 21 1 (No. 4)
349.npz,P 1 21 1 (No. 4)
350.npz,C 1 2 1 (No. 5)
351.npz,C 1 2 1 (No. 5)
352.npz,C 1 2 1 (No. 5)
353.npz,P 1 21 1 (No. 4)
354.npz,C 1 2 1 (No. 5)
355.npz,C 1 2 1 (No. 5)
356.npz,P 1 21 1 (No. 4)
357.npz,P 1 21 1 (No. 4)
358.npz,C 1 2 1 (No. 5)
359.npz,P 1 21 1 (No. 4)
360.npz,C 1 2 1 (No. 5)
361.npz,C 1 2 1 (No. 5)
362.npz,C 1 2 1 (No. 5)
363.npz,P 1 21 1 (No. 4)
364.npz,C 1 2 1 (No. 5)
365.npz,P 1 21 1 (No. 4)
366.npz,C 1 2 1 (No. 5)
367.npz,C 1 2 1 (No. 5)
368.npz,C 1 2 1 (No. 5)
369.npz,P 1 21 1 (No. 4)
370.npz,P 1 21 1 (No. 4)
371.npz,P 1 21 1 (No. 4)
372.npz,C 1 2 1 (No. 5)
373.npz,C 1 2 1 (No. 5)
374.npz,P 1 21 1 (No. 4)
375.npz,P 1 21 1 (No. 4)
376.npz,P 1 21 1 (No. 4)
377.npz,C 1 2 1 (No. 5)
378.npz,C 1 2 1 (No. 5)
379.npz,P 1 21 1 (No. 4)
380.npz,C 1 2 1 (No. 5)
381.npz,C 1 2 1 (No. 5)
382.npz,P 1 21 1 (No. 4)
383.npz,C 1 2 1 (No. 5)
384.npz,P 1 21 1 (No. 4)
385.npz,C 1 2 1 (No. 5)
386.npz,P 1 21 1 (No. 4)
387.npz,P 1 21 1 (No. 4)
388.npz,C 1 2 1 (No. 5)
389.npz,C 1 2 1 (No. 5)
390.npz,P 1 21 1 (No. 4)
391.npz,C 1 2 1 (No. 5)
392.npz,P 1 21 1 (No. 4)
393.npz,P 1 21 1 (No. 4)
394.npz,P 1 21 1 (No. 4)
395.npz,C 1 2 1 (No. 5)
396.npz,P 1 21 1 (No. 4)
397.npz,P 1 21 1 (No. 4)
398.npz,P 1 21 1 (No. 4)
399.npz,P 1 21 1 (No. 4)
400.npz,C 1 2 1 (No. 5)
401.npz,P 1 21 1 (No. 4)
402.npz,C 1 2 1 (No. 5)
403.npz,C 1 2 1 (No. 5)
404.npz,P 1 21 1 (No. 4)
405.npz,C 1 2 1 (No. 5)
406.npz,P 1 21 1 (No. 4)
407.npz,C 1 2 1 (No. 5)
408.npz,C 1 2 1 (No. 5)
409.npz,P 1 21 1 (No. 4)
410.npz,P 1 21 1 (No. 4)
411.npz,P 1 21 1 (No. 4)
412.npz,C 1 2 1 (No. 5)
413.npz,P 1 21 1 (No. 4)
414.npz,P 1 21 1 (No. 4)
415.npz,P 1 21 1 (No. 4)
416.npz,C 1 2 1 (No. 5)
417.npz,C 1 2 1 (No. 5)
418.npz,P 1 21 1 (No. 4)
419.npz,P 1 21 1 (No. 4)
420.npz,P 1 21 1 (No. 4)
421.npz,C 1 2 1 (No. 5)
422.npz,C 1 2 1 (No. 5)
423.npz,P 1 21 1 (No. 4)
424.npz,P 1 21 1 (No. 4)
425.npz,P 1 21 1 (No. 4)
426.npz,P 1 21 1 (No. 4)
427.npz,P 1 21 1 (No. 4)
428.npz,P 1 21 1 (No. 4)
429.npz,C 1 2 1 (No. 5)
430.npz,P 1 21 1 (No. 4)
431.npz,P 1 21 1 (No. 4)
432.npz,C 1 2 1 (No. 5)
433.npz,C 1 2 1 (No. 5)
434.npz,P 1 21 1 (No. 4)
435.npz,P 1 21 1 (No. 4)
436.npz,P 1 21 1 (No. 4)
437.npz,C 1 2 1 (No. 5)
438.npz,C 1 2 1 (No. 5)
439.npz,P 1 21 1 (No. 4)
440.npz,P 1 21 1 (No. 4)
441.npz,P 1 21 1 (No. 4)
442.npz,C 1 2 1 (No. 5)
443.npz,C 1 2 1 (No. 5)
444.npz,C 1 2 1 (No. 5)
445.npz,C 1 2 1 (No. 5)
446.npz,P 1 21 1 (No. 4)
447.npz,P 1 21 1 (No. 4)
448.npz,P 1 21 1 (No. 4)
449.npz,C 1 2 1 (No. 5)
450.npz,P 1 21 1 (No. 4)
451.npz,C 1 2 1 (No. 5)
452.npz,C 1 2 1 (No. 5)
453.npz,C 1 2 1 (No. 5)
454.npz,P 1 21 1 (No. 4)
455.npz,P 1 21 1 (No. 4)
456.npz,P 1 21 1 (No. 4)
457.npz,P 1 21 1 (No. 4)
458.npz,C 1 2 1 (No. 5)
459.npz,P 1 21 1 (No. 4)
460.npz,C 1 2 1 (No. 5)
461.npz,P 1 21 1 (No. 4)
462.npz,P 1 21 1 (No. 4)
463.npz,C 1 2 1 (No. 5)
464.npz,C 1 2 1 (No. 5)
465.npz,P 1 21 1 (No. 4)
466.npz,P 1 21 1 (No. 4)
467.npz,C 1 2 1 (No. 5)
468.npz,P 1 21 1 (No. 4)
469.npz,C 1 2 1 (No. 5)
470.npz,C 1 2 1 (No. 5)
471.npz,P 1 21 1 (No. 4)
472.npz,P 1 21 1 (No. 4)
473.npz,C 1 2 1 (No. 5)
474.npz,C 1 2 1 (No. 5)
475.npz,P 1 21 1 (No. 4)
476.npz,P 1 21 1 (No. 4)
477.npz,C 1 2 1 (No. 5)
478.npz,C 1 2 1 (No. 5)
479.npz,P 1 21 1 (No. 4)
480.npz,C 1 2 1 (No. 5)
481.npz,C 1 2 1 (No. 5)
482.npz,P 1 21 1 (No. 4)
483.npz,C 1 2 1 (No. 5)
484.npz,P 1 21 1 (No. 4)
485.npz,P 1 21 1 (No. 4)
486.npz,P 1 21 1 (No. 4)
487.npz,C 1 2 1 (No. 5)
488.npz,P 1 21 1 (No. 4)
489.npz,C 1 2 1 (No. 5)
490.npz,C 1 2 1 (No. 5)
491.npz,P 1 21 1 (No. 4)
492.npz,P 1 21 1 (No. 4)
493.npz,C 1 2 1 (No. 5)
494.npz,P 1 21 1 (No. 4)
495.npz,C 1 2 1 (No. 5)
496.npz,C 1 2 1 (No. 5)
497.npz,P 1 21 1 (No. 4)
498.npz,P 1 21 1 (No. 4)
499.npz,C 1 2 1 (No. 5)
500.npz,C 1 2 1 (No. 5)
501.npz,C 1 2 1 (No. 5)
502.npz,C 1 2 1 (No. 5)
503.npz,C 1 2 1 (No. 5)
504.npz,C 1 2 1 (No. 5)
505.npz,P 1 21 1 (No. 4)
506.npz,C 1 2 1 (No. 5)
507.npz,P 1 21 1 (No. 4)
508.npz,P 1 21 1 (No. 4)
509.npz,C 1 2 1 (No. 5)
510.npz,C 1 2 1 (No. 5)
511.npz,P 1 21 1 (No. 4)
512.npz,P 1 21 1 (No. 4)
513.npz,C 1 2 1 (No. 5)
514.npz,P 1 21 1 (No. 4)
515.npz,P 1 21 1 (No. 4)
516.npz,C 1 2 1 (No. 5)
517.npz,P 1 21 1 (No. 4)
518.npz,P 1 21 1 (No. 4)
519.npz,C 1 2 1 (No. 5)
520.npz,C 1 2 1 (No. 5)
521.npz,P 1 21 1 (No. 4)
522.npz,C 1 2 1 (No. 5)
523.npz,C 1 2 1 (No. 5)
524.npz,P 1 21 1 (No. 4)
525.npz,P 1 21 1 (No. 4)
526.npz,C 1 2 1 (No. 5)
527.npz,C 1 2 1 (No. 5)
528.npz,C 1 2 1 (No. 5)
529.npz,C 1 2 1 (No. 5)
530.npz,C 1 2 1 (No. 5)
531.npz,C 1 2 1 (No. 5)
532.npz,P 1 21 1 (No. 4)
533.npz,C 1 2 1 (No. 5)
534.npz,C 1 2 1 (No. 5)
535.npz,P 1 21 1 (No. 4)
536.npz,C 1 2 1 (No. 5)
537.npz,C 1 2 1 (No. 5)
538.npz,C 1 2 1 (No. 5)
539.npz,P 1 21 1 (No. 4)
540.npz,P 1 21 1 (No. 4)
541.npz,P 1 21 1 (No. 4)
542.npz,P 1 21 1 (No. 4)
543.npz,P 1 21 1 (No. 4)
544.npz,P 1 21 1 (No. 4)
545.npz,P 1 21 1 (No. 4)
546.npz,C 1 2 1 (No. 5)
547.npz,C 1 2 1 (No. 5)
548.npz,C 1 2 1 (No. 5)
549.npz,P 1 21 1 (No. 4)
550.npz,C 1 2 1 (No. 5)
551.npz,C 1 2 1 (No. 5)
552.npz,C 1 2 1 (No. 5)
553.npz,P 1 21 1 (No. 4)
554.npz,P 1 21 1 (No. 4)
555.npz,C 1 2 1 (No. 5)
556.npz,C 1 2 1 (No. 5)
557.npz,P 1 21 1 (No. 4)
558.npz,C 1 2 1 (No. 5)
559.npz,C 1 2 1 (No. 5)
560.npz,C 1 2 1 (No. 5)
561.npz,C 1 2 1 (No. 5)
562.npz,C 1 2 1 (No. 5)
563.npz,P 1 21 1 (No. 4)
564.npz,P 1 21 1 (No. 4)
565.npz,P 1 21 1 (No. 4)
566.npz,P 1 21 1 (No. 4)
567.npz,C 1 2 1 (No. 5)
568.npz,C 1 2 1 (No. 5)
569.npz,P 1 21 1 (No. 4)
570.npz,P 1 21 1 (No. 4)
571.npz,C 1 2 1 (No. 5)
572.npz,P 1 21 1 (No. 4)
573.npz,C 1 2 1 (No. 5)
574.npz,P 1 21 1 (No. 4)
575.npz,P 1 21 1 (No. 4)
576.npz,C 1 2 1 (No. 5)
577.npz,C 1 2 1 (No. 5)
578.npz,P 1 21 1 (No. 4)
579.npz,C 1 2 1 (No. 5)
580.npz,C 1 2 1 (No. 5)
581.npz,C 1 2 1 (No. 5)
582.npz,C 1 2 1 (No. 5)
583.npz,C 1 2 1 (No. 5)
584.npz,P 1 21 1 (No. 4)
585.npz,P 1 21 1 (No. 4)
586.npz,C 1 2 1 (No. 5)
587.npz,P 1 21 1 (No. 4)
588.npz,P 1 21 1 (No. 4)
589.npz,P 1 21 1 (No. 4)
590.npz,P 1 21 1 (No. 4)
591.npz,P 1 21 1 (No. 4)
592.npz,C 1 2 1 (No. 5)
593.npz,C 1 2 1 (No. 5)
594.npz,C 1 2 1 (No. 5)
595.npz,C 1 2 1 (No. 5)
596.npz,C 1 2 1 (No. 5)
597.npz,P 1 21 1 (No. 4)
598.npz,P 1 21 1 (No. 4)
599.npz,C 1 2 1 (No. 5)
600.npz,P 1 21 1 (No. 4)
601.npz,P 1 21 1 (No. 4)
602.npz,C 1 2 1 (No. 5)
603.npz,P 1 21 1 (No. 4)
604.npz,P 1 21 1 (No. 4)
605.npz,P 1 21 1 (No. 4)
606.npz,C 1 2 1 (No. 5)
607.npz,C 1 2 1 (No. 5)
608.npz,P 1 21 1 (No. 4)
609.npz,P 1 21 1 (No. 4)
610.npz,P 1 21 1 (No. 4)
611.npz,P 1 21 1 (No. 4)
612.npz,P 1 21 1 (No. 4)
613.npz,P 1 21 1 (No. 4)
614.npz,C 1 2 1 (No. 5)
615.npz,C 1 2 1 (No. 5)
616.npz,P 1 21 1 (No. 4)
617.npz,C 1 2 1 (No. 5)
618.npz,C 1 2 1 (No. 5)
619.npz,C 1 2 1 (No. 5)
620.npz,P 1 21 1 (No. 4)
621.npz,C 1 2 1 (No. 5)
622.npz,C 1 2 1 (No. 5)
623.npz,P 1 21 1 (No. 4)
624.npz,C 1 2 1 (No. 5)
625.npz,C 1 2 1 (No. 5)
626.npz,P 1 21 1 (No. 4)
627.npz,C 1 2 1 (No. 5)
628.npz,P 1 21 1 (No. 4)
629.npz,P 1 21 1 (No. 4)
630.npz,P 1 21 1 (No. 4)
631.npz,P 1 21 1 (No. 4)
632.npz,P 1 21 1 (No. 4)
633.npz,C 1 2 1 (No. 5)
634.npz,P 1 21 1 (No. 4)
635.npz,P 1 21 1 (No. 4)
636.npz,C 1 2 1 (No. 5)
637.npz,P 1 21 1 (No. 4)
638.npz,C 1 2 1 (No. 5)
639.npz,C 1 2 1 (No. 5)
640.npz,P 1 21 1 (No. 4)
641.npz,C 1 2 1 (No. 5)
642.npz,P 1 21 1 (No. 4)
643.npz,C 1 2 1 (No. 5)
644.npz,P 1 21 1 (No. 4)
645.npz,P 1 21 1 (No. 4)
646.npz,C 1 2 1 (No. 5)
647.npz,C 1 2 1 (No. 5)
648.npz,P 1 21 1 (No. 4)
649.npz,P 1 21 1 (No. 4)
650.npz,P 1 21 1 (No. 4)
651.npz,C 1 2 1 (No. 5)
652.npz,P 1 21 1 (No. 4)
653.npz,P 1 21 1 (No. 4)
654.npz,C 1 2 1 (No. 5)
655.npz,P 1 21 1 (No. 4)
656.npz,C 1 2 1 (No. 5)
657.npz,P 1 21 1 (No. 4)
658.npz,P 1 21 1 (No. 4)
659.npz,C 1 2 1 (No. 5)
660.npz,P 1 21 1 (No. 4)
661.npz,P 1 21 1 (No. 4)
662.npz,C 1 2 1 (No. 5)
663.npz,C 1 2 1 (No. 5)
664.npz,P 1 21 1 (No. 4)
665.npz,C 1 2 1 (No. 5)
666.npz,P 1 21 1 (No. 4)
667.npz,P 1 21 1 (No. 4)
668.npz,P 1 21 1 (No. 4)
669.npz,C 1 2 1 (No. 5)
670.npz,P 1 21 1 (No. 4)
671.npz,P 1 21 1 (No. 4)
672.npz,P 1 21 1 (No. 4)
673.npz,C 1 2 1 (No. 5)
674.npz,P 1 21 1 (No. 4)
675.npz,C 1 2 1 (No. 5)
676.npz,C 1 2 1 (No. 5)
677.npz,P 1 21 1 (No. 4)
678.npz,P 1 21 1 (No. 4)
679.npz,P 1 21 1 (No. 4)
680.npz,P 1 21 1 (No. 4)
681.npz,P 1 21 1 (No. 4)
682.npz,P 1 21 1 (No. 4)
683.npz,C 1 2 1 (No. 5)
684.npz,P 1 21 1 (No. 4)
685.npz,C 1 2 1 (No. 5)
686.npz,P 1 21 1 (No. 4)
687.npz,C 1 2 1 (No. 5)
688.npz,P 1 21 1 (No. 4)
689.npz,C 1 2 1 (No. 5)
690.npz,C 1 2 1 (No. 5)
691.npz,C 1 2 1 (No. 5)
692.npz,P 1 21 1 (No. 4)
693.npz,C 1 2 1 (No. 5)
694.npz,C 1 2 1 (No. 5)
695.npz,P 1 21 1 (No. 4)
696.npz,P 1 21 1 (No. 4)
697.npz,P 1 21 1 (No. 4)
698.npz,C 1 2 1 (No. 5)
